_id,name,email,password,avatar
68f8dcff299b2295231e3472,Daniela,daniela.romero@email.com,$2b$10$Akl5iF5NNiXgYoVJFWeWheevrOS6LWnguJB0SJxpIlFczeKkdQ2f6,https://res.cloudinary.com/dileah1ig/image/upload/v1761221269/medium-shot-woman-posing-indoors_23-2149915935_s4vzko.avif
68f8dcff299b2295231e347a,Gloria,gloria.ruiz@email.com,$2b$10$FD.3GiJ6nchxGROBjoFbx.hJ581QU/xVw68S/wR88uUTG5v5rGEAy,https://res.cloudinary.com/dileah1ig/image/upload/v1761222200/65e372aa-6996-44e6-9966-49f80fbca0c4_rxpn8r.jpg
68f8dcff299b2295231e347e,Mariana,mariana.campos@email.com,$2b$10$jJmELcJGemw8cdbw1Mm3yepKpJeptptIkrUgmOByhks7PTMZn.L8K,https://res.cloudinary.com/dileah1ig/image/upload/v1761221629/82470b4ed44c3edacfcd4201e2297050_g5ijqf.jpg
68f8dcff299b2295231e345b,Pablo,xfarwwet@gmail.com,$2b$10$RA/ZDgn2he/uy6hpWd.Gweb83uFlRFJhQjhUfV3xpzmkUFkzwdXSC,https://res.cloudinary.com/dileah1ig/image/upload/v1761221919/photo-1457449940276-e8deed18bfff_mw81pp.jpg
68f8dcff299b2295231e3477,Manuel,manuel.rios@email.com,$2b$10$T4fs652rVrY6s5USOS67SeWjBYIYMowIfwCXgZHhQDYeRydb44j62,https://res.cloudinary.com/dileah1ig/image/upload/v1761222930/4746fc7c-0576-4726-b90c-52e3a3e45f1c_tz4eh1.jpg
68f8dcff299b2295231e345c,Juan,nakhilm2016@gmail.com,$2b$10$bzmPNwfg7Sf.g.AuXuumx.C.RZma8sGxXmjjXg295gf19w5kUBvjS,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e345d,Hugo,distinitycraft@gmail.com,$2b$10$JkxhMCTakzlt2SVPMEL/JuAUdyVJ7Qs/enDLg.v.baWfXQsdO.7oG,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e345e,Maria,maria.garcia@email.com,$2b$10$4b2VmO.t2nTDSIzdgJcPcurhrklBbkcWOfXqJWedjMUjY9aXhDboC,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e345f,Carlos,carlos.rodriguez@email.com,$2b$10$WpYgffgtnvDWiN24WxrEludwBCc3Unn4OA5g3L6Oy3Bf2o08hZNVu,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e3460,Ana,ana.lopez@email.com,$2b$10$uMZRxgQunB5D9hoTGsRyC.Sd/ZPgedWFjwLvNG457wrPoSb1Vdsla,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e3461,Luis,luis.martinez@email.com,$2b$10$AlnoUTklSnVLMqov9vCxHu6H/6qvP6PskCWKq.JQ5xROZtI7QWAuK,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e3462,Laura,laura.gonzalez@email.com,$2b$10$Mgfo5ZSewNsN68JM6z.uSuMZGsvbs.HjAiNVVXgAjq4pe7iozYdBi,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e3463,Diego,diego.hernandez@email.com,$2b$10$H4Q89g74FBwqaDwbn8BVLedWbO0iuDzlg2RZhHczgn4zfuoR4eDx6,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e3464,Sofia,sofia.perez@email.com,$2b$10$r3fiB5J6vRdKY80bpw0VoO863aI14bSSd4//QRs1sRaq34LX34UCC,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e3465,Javier,javier.sanchez@email.com,$2b$10$MH9k0PQQ2upgdOmxJs.B7eAv2lhppY4c2vBFkBljbzI8/aIlzVyz2,https://res.cloudinary.com/dileah1ig/image/upload/v1761223328/f4a3024c-67e1-45d0-a9cb-d8bcf4a8dde0_jqyhy6.jpg
68f8dcff299b2295231e3466,Isabel,isabel.ramirez@email.com,$2b$10$egjt3txKrNc8IFESqSqY2uosYRMZRCzFiW.H2H2jljj9Z72SstQI6,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e3467,Miguel,miguel.torres@email.com,$2b$10$7fZIrzUgBg5jTZyHSyQHE.V4q82IU.dwJ81/oAq0seFHkeMZQl1/2,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e3468,Elena,elena.flores@email.com,$2b$10$hheSZZfxpGSnNz4MfnYvIuBdNc1wgq2Yrw2iu9Jjh4AkBYZFO2nWq,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e3469,Andres,andres.rivera@email.com,$2b$10$7Q/6r8zxHWlgPy9Isk5LPe.zcNLdlduuhvwMVkN8vP9eNg4dn9xgm,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e346a,Patricia,patricia.diaz@email.com,$2b$10$YlWlIBKkbIIF5JecgRueruTq8OoqSipSbC7EF90gZC9MNU9mCfLfK,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e346b,Fernando,fernando.gomez@email.com,$2b$10$oET6VYY62r9tKOBrAmaW6ux3sQaPzO1Zqe0Y7WaM2PcsvLVnKIETK,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e346c,Adriana,adriana.reyes@email.com,$2b$10$XShZlyBVAEr9k8QhRYn1VODQxWjEkBjoL9f3akxRfLsIiTuwiFkyy,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e346d,Ricardo,ricardo.morales@email.com,$2b$10$lJOKVvED1LADcVkogIOwxezTZgiPNmJv/aJdErVXYfy9DlYtWxxga,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e346e,Monica,monica.ortiz@email.com,$2b$10$ZmScGcx5BqCunx8xOHGnuem8jSGU3ihRM5yWRP0uJEyfnb4bYj3Li,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e346f,Gabriel,gabriel.silva@email.com,$2b$10$RrsYurQaqAsVncMpuswNxO/AFIN.gsaFTl9RaMNSS4mtoKbKpbP.a,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e3470,Claudia,claudia.vargas@email.com,$2b$10$tP6IQfneyygYUD65LFAW/.TaJ2H9ohP7oJRrweNEo3mlEmZ17hAom,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e3471,Roberto,roberto.castro@email.com,$2b$10$ilKyNJxfImqIdb2RjFYCe.LeKMNk.Q.nwqtjJ0MMd3y8PT1IB01Iu,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e3473,Francisco,francisco.aguilar@email.com,$2b$10$FEbX29DpUnfroIoxPvlr3esFtpTBO.5BraSkZFxcYE1xMbRpwNFDC,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e3474,Veronica,veronica.mendoza@email.com,$2b$10$9Sgjc2YTDwzBJJgDCk1mweTDwSoZKwRpMue6xiXjUuTebTD2d7bFS,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e3475,Antonio,antonio.guzman@email.com,$2b$10$yaHr5B0TojuxdpO90MldeOYTqX/1IljxKg5FswRpeRZ3qvhcMjhQS,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
